canonical_gene_id	graph_gene_id	label	construction_bucket	support_source	primary_source_key	yeast_support_class	has_yeast_transfer_support	has_phi_essential_lethal_support	is_old_positive	supporting_orthogroup_ids	orthogroup_stage_detail	supporting_xp_ids	scer_essential_gene_ids	spom_essential_gene_ids	bridge_methods	mapped_fusarium_gene	final_label_class	supporting_evidence_flags	source_manifest
fgraminearum::FGRAMPH1_01G03411	FGRAMPH1_01G03411	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001733	OG0001733	XP_011317182.1	YNR053C		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G03411	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G03965	FGRAMPH1_01G03965	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001776	OG0001776	XP_011317449.1	YBL040C		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G03965	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G04529	FGRAMPH1_01G04529	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0003220	OG0003220	XP_011317719.1	YDL014W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G04529	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G04531	FGRAMPH1_01G04531	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0000975	OG0000975	XP_011317720.1	YKL180W		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G04531	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G05887	FGRAMPH1_01G05887	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0004085	OG0004085	XP_011318376.1	YOR143C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G05887	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G06043	FGRAMPH1_01G06043	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002893	OG0002893	XP_011318452.1	YML069W		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G06043	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G06159	FGRAMPH1_01G06159	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002780	OG0002780	XP_011318508.1	YNL163C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G06159	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G06723	FGRAMPH1_01G06723	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001702	OG0001702	XP_011318773.1	YML114C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G06723	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G06803	FGRAMPH1_01G06803	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001662	OG0001662	XP_011318810.1	YGR116W		ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G06803	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G06955	FGRAMPH1_01G06955	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002212	OG0002212	XP_011318881.1	YGR147C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G06955	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07071	FGRAMPH1_01G07071	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001115	OG0001115	XP_011318934.1	YPL131W		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G07071	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07159	FGRAMPH1_01G07159	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001710	OG0001710	XP_011318977.1	YCL017C		ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G07159	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07187	FGRAMPH1_01G07187	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001714	OG0001714	XP_011318990.1	YNL152W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G07187	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07233	FGRAMPH1_01G07233	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001718	OG0001718	XP_011319012.1	YGL040C		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G07233	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07331	FGRAMPH1_01G07331	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002011	OG0002011	XP_011319056.1	YLR355C		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G07331	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07389	FGRAMPH1_01G07389	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002020	OG0002020	XP_011319083.1	YKR071C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G07389	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07471	FGRAMPH1_01G07471	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001169	OG0001169	XP_011319123.1	YNL162W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G07471	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07579	FGRAMPH1_01G07579	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0003685	OG0003685	XP_011319170.1	YDR302W		ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G07579	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07633	FGRAMPH1_01G07633	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001294	OG0001294	XP_011319195.1	YGL030W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G07633	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07651	FGRAMPH1_01G07651	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002509	OG0002509	XP_011319203.1	YNL006W		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G07651	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07673	FGRAMPH1_01G07673	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002511	OG0002511	XP_011319214.1	YCL031C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G07673	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G07697	FGRAMPH1_01G07697	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0000873	OG0000873	XP_011319225.1	YER125W		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G07697	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G08043	FGRAMPH1_01G08043	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002845	OG0002845	XP_011319384.1	YDL045C		unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G08043	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G08289	FGRAMPH1_01G08289	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001709	OG0001709	XP_011319503.1	YAL041W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G08289	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G09597	FGRAMPH1_01G09597	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001993	OG0001993	XP_011320494.1	YPL122C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G09597	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G09919	FGRAMPH1_01G09919	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002349	OG0002349	XP_011320353.1	YER165W		ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G09919	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G10483	FGRAMPH1_01G10483	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001199	OG0001199	XP_011320092.1	YLR430W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G10483	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G10593	FGRAMPH1_01G10593	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0000836	OG0000836	XP_011320040.1	YMR043W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G10593	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G10883	FGRAMPH1_01G10883	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002477	OG0002477	XP_011319906.1	YNL138W-A		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G10883	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G10903	FGRAMPH1_01G10903	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002478	OG0002478	XP_011319897.1	YMR212C		unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G10903	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G11337	FGRAMPH1_01G11337	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002003	OG0002003	XP_011323016.1	YPR133C		ncbi_protein_id_via_unified_map	fgraminearum::FGRAMPH1_01G11337	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G11339	FGRAMPH1_01G11339	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0003670	OG0003670	XP_011323015.1	YGL247W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G11339	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G14313	FGRAMPH1_01G14313	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002957	OG0002957	XP_011321614.1	YDR087C		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G14313	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G14649	FGRAMPH1_01G14649	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001397	OG0001397	XP_011321461.1	YDR170C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G14649	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G15113	FGRAMPH1_01G15113	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001965	OG0001965	XP_011321244.1	YDL235C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G15113	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G15571	FGRAMPH1_01G15571	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002369	OG0002369	XP_011321033.1	YLL018C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G15571	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G16613	FGRAMPH1_01G16613	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001639	OG0001639	XP_011323378.1	YLR132C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G16613	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G16977	FGRAMPH1_01G16977	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002916	OG0002916	XP_011323538.1	YMR218C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G16977	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G17183	FGRAMPH1_01G17183	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0008944	OG0008944	XP_011323633.1	YDR054C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G17183	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G17221	FGRAMPH1_01G17221	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	True	OG0002936	OG0002936	XP_011323652.1	YIL048W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G17221	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G17295	FGRAMPH1_01G17295	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002637	OG0002637	XP_011323686.1	YHR040W		unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G17295	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G17601	FGRAMPH1_01G17601	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	True	OG0002672	OG0002672	XP_011323829.1	YLR314C		exact_sequence_plus_unified_support	fgraminearum::FGRAMPH1_01G17601	Essential (positive)	yeast_transfer;old_positive	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G17759	FGRAMPH1_01G17759	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0003984	OG0003984	XP_011323900.1	YGR047C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G17759	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G17793	FGRAMPH1_01G17793	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0002681	OG0002681	XP_011323918.1	YMR211W		unified_plus_fgsg_support	fgraminearum::FGRAMPH1_01G17793	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G17815	FGRAMPH1_01G17815	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0000678	OG0000678	XP_011323929.1	YLR310C		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G17815	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
fgraminearum::FGRAMPH1_01G17851	FGRAMPH1_01G17851	1	high_confidence_yeast_transfer_positive	S. cerevisiae only	scer_only	scer_only	True	False	False	OG0001336	OG0001336	XP_011323945.1	YKL018W		exact_sequence_plus_fgsg_support	fgraminearum::FGRAMPH1_01G17851	Essential (positive)	yeast_transfer	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv
